城市,评论,昵称,性别,评分,观影时间
杭州,"我说一句哈
你说你都高智商犯罪了，你不会杀了骆先生整成他的样子就行了啊
虚头巴脑搞半天最后还原地爆炸也是醉了",动感超人bobibo,0,5,2018-10-02 01:09
北京,剧情稍显拖拉，前面铺垫太长，结尾反转很精彩,SDN999,0,4,2018-10-02 01:08
上海,非常精彩、故事的鋪陳誏我多年来看电影的欣赏者都讶異萬分、好些情節回忆一下才明白为什么、回味无穷、好电影一場、应该会再看一次！,sYp386151656,0,4.5,2018-10-02 01:08
崇左,喜欢这类型的，你们可以去看下外国电影非常嫌疑人，简直是这部片的爸爸，我就是看了非常嫌疑人，看无双很快就懂意思了,vikystal,0,5,2018-10-02 01:07
扬州,好看👌 强烈推荐,Show乏味,1,5,2018-10-02 01:07
北京,宝刀不老！发哥很帅，演技还是一流。编剧有创意，一点都不能走神，👍！,lhc20020704,0,5,2018-10-02 01:07
中山,港口保利影院不给人外带饮料进场，只可以带影院里卖的东西进场，这样的强制性消费有问题。,zZa247097262,0,4.5,2018-10-02 01:07
广州,非常好看！赞赞赞赞,輕舞飛掦,1,5,2018-10-02 01:07
哈尔滨,港剧的味道  哼  😏,Seei1ng,1,4,2018-10-02 01:07
南京,完美抄袭《看不见的客人》，港版,UVX410455707,1,5,2018-10-02 01:07
盐城,第一次觉得周润发这么帅这么高大身材这么好，凸显的小郭很矮小。,CCMINICC,2,4.5,2018-10-02 01:06
广州,闷！并且抄袭《非常嫌疑犯》最核心手法,雀仔衣,2,3,2018-10-02 01:06
成都,你说呢      ,HYt222527801,1,0.5,2018-10-02 01:06
南宁,特别棒，特别帅，很烧脑,A·蔡宝,2,5,2018-10-02 01:06
丽江,剧情很紧凑，不会觉得无聊，周润发的演技真的没话说，一直以为周润发是主角，后来才发现原来主角是梁朝伟哈哈哈哈哈！,袁三岁588,2,4.5,2018-10-02 01:06
深圳,哈哈，智商低的建议不要看此片 烧脑,egG605131915,1,5,2018-10-02 01:06
西安,充斥着混乱爱情元素的《普通嫌疑犯》。几位演员的表演不错，但人物没一个立的起来的，全部为了结构而牺牲。结尾太拖拉，不过倒是打了“为了爱情而成事”的脸。,薛定谔的彗星,1,2.5,2018-10-02 01:06
耒阳,因为买的是晚上十点半的票，所以如果情节不好看我肯定会睡着了，但是剧情紧凑烧脑让你不敢有丝毫松懈，觉得很好看了，周润发的演技依然被折服，喜欢有点推理烧脑的香港片值得一看！,四月是你的谎言yy,2,4.5,2018-10-02 01:05
惠州,非常好看。，,刘某男,1,5,2018-10-02 01:05
青岛,"首先真的很开心能够再看到发哥的电影，演技一直很在线，必须点赞👍 
本以为一部悬疑破案电影，没想到看到最后是一部烧脑片。
前面剧情细腻中带点拖沓，末尾反转有点紧凑，强行烧脑，似乎与前面有点衔接不上。秀清与画家的关系，李问如何被抓，等等似乎都没交代明白。 
郭富城4/3的时间都在演懦弱的李问，只留下几个画面演画家，不够过瘾。 中间有部分情节有点尬演。 

不过整体效果还是很赞，值得一看。

",BaD653163644,2,3.5,2018-10-02 01:05
武汉,实力偶像派！剧情无尿点，是我喜欢香港电影！,我都快饿死了……,0,5,2018-10-02 01:05
济南,永远喜欢周润发！！！,bgb762082620,0,5,2018-10-02 01:05
吴川,还好看，中间OK,娃娃9318,2,4.5,2018-10-02 01:05
新津县,双影帝，还需要解释吗,xnE915311556,0,5,2018-10-02 01:05
长沙,好看，别的不多说,rBc397216386,1,5,2018-10-02 01:05
深圳,冲着两位老牌影帝去的，没达到心目中期望，,jrs386755119,0,3,2018-10-02 01:05
南宁,"剧情反转反转再反转！很给力！
旁边智商跟不上节奏的二货可能没看懂，竟然在睡觉！很生气！😒",小雨桐3398,0,4.5,2018-10-02 01:05
杭州,有很多逻辑漏洞，反推故事是说不通的，故事铺大了，很多地方收不回来。最后的乱战，两个男手下为什么会把枪指着男主？但节奏好，故事没有尿点，还是不错的。,砂皮卷,0,4,2018-10-02 01:04
深圳,一百分，没的说，赶紧去看！,FACK_YO,1,5,2018-10-02 01:04
乌鲁木齐,还可以吧，或许因为胖子行动队的干扰，觉得今晚很安定,GkV452073923,1,4,2018-10-02 01:04
西双版纳,发哥老了以后拍的最好的一部吧,外卖放门口谢谢,2,5,2018-10-02 01:04
佛山,观赏性十足，观看性到周润发最后那段十足！,mXQ439499168,1,3.5,2018-10-02 01:03
上海,老庄头又一部十年磨一剑的巅峰之作，目测是下一届金马奖的获奖大户！,WBu884357427,1,4.5,2018-10-02 01:03
上海,充满惊喜的一部港片，剧本很巧妙，制作精良。只是结局有点无语。,之之927,2,4,2018-10-02 01:03
东莞,发哥和郭富城城的电影一直很期待，果然不出所料很精彩，很久没有看过这么好看的电影了张静初也不错点赞这么好的电影如果不看，人生遗，,曾雪华683,0,5,2018-10-02 01:02
武汉,好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看，,楼兰蔚,0,5,2018-10-02 01:02
深圳,看了凤凰卫视采访香港导演庄文强，才关注起《无双》电影，里面有个香港演员廖启智，其年轻时就像我的一位前任已故缉私艇长，好友冯寿。就是这两位，促使我去看此片。看港产片，味道不同。,种猪124,1,4,2018-10-02 01:02
江门,比较有逻辑的一部片子，心里学,jqH772584036,0,4.5,2018-10-02 01:02
广州,不好看，很无聊，一大堆废话，要不是赌神在我半途就离场了,Ixe418918522,2,2.5,2018-10-02 01:02
九江,总体还可以吧！,iJI756550444,0,4,2018-10-02 01:02
深圳,后来他老爸挂了,曾宇科,1,5,2018-10-02 01:01
南昌,真真假假，假上有假,YUi288476851,1,4.5,2018-10-02 01:01
南京,挺好看的，最后才知道真正的画家是谁,ARE192995799,1,5,2018-10-02 01:01
集美,不怎么看得懂，,WrA288073909,1,4.5,2018-10-02 01:01
鞍山,真真假假 假假真真 但愿心存善念 爱自己爱别人,dPb125834159,0,4,2018-10-02 01:01
安溪,"值。
只有一个字的评价。",FDG260597246,1,5,2018-10-02 01:01
邢台,拍的真好。太好了。谁看谁高兴 ,YnA170625875,2,5,2018-10-02 01:01
海口,完美！演技完美！！喜欢发哥,qq9874528379,1,5,2018-10-02 01:01
长沙,电影好看，全程无尿点，两位主演演技棒棒哒,BqV908570417,0,5,2018-10-02 01:01
湘潭,故事不错 值得一看,虎克船长的小跟班,2,4,2018-10-02 01:00
钦州,首先我一如既往的喜欢追港剧，我个人感觉这部的逻辑比较独特个人也很喜欢。要不要当主角，就看你自己想不想编。人生也是如此！,z99758888,0,5,2018-10-02 01:00
江门,一般，有影星较好的,吕不韦349,1,5,2018-10-02 01:00
福清,好看，发哥演技一如既往的精湛，,毛立阳,1,4.5,2018-10-02 01:00
重庆,确实不错，发哥演技实力在线，剧情引人入胜，却又在最后反转，和老公第一次因为一部电影整个回家路都在讨论,ceciliawangxi,2,5,2018-10-02 01:00
湛江,冲着发哥就必须捧场，小马哥再现，剧情略烧脑，展现郭富城的角色高智商犯罪，对人性的弱点掌控非常到位，没看到最后都不知道发哥原来是打酱油的，值得翻看,大鼻蜀黍,1,4.5,2018-10-02 01:00
玉溪,很好看的一部  全程没发呆,吹梦到西州6,1,4.5,2018-10-02 01:00
南京,难看的要死，有逻辑吗？,TJJ581684935,0,0.5,2018-10-02 01:00
东莞,影帝就是影帝,jkm337583626,0,4.5,2018-10-02 00:59
惠州,好看，很喜欢最后的反转！,Cvw13602660280,0,5,2018-10-02 00:59
克拉玛依,超级好看！就是有点烧脑。整个故事是郭富城编造的，开头郭富城在监狱坐牢的原因是因为郭富城在泰国用假钞买机票去看阮文在加拿大的画展，结果被泰国警察发现，并送去了泰国监狱。就是开头那一段。接着香港警察被派来接郭富城回香港的路上，郭富城看到了正在开车的警官周润发，于是就开始伪造事实。把周润发说成了自己，污蔑了他。这个就是整个电影最烧脑的部分。（希望你们好好看看这个）对剧情有理解,鲁哥666,0,5,2018-10-02 00:59
广州,好看，发哥还是那么牛掰,uxS261993493,0,4,2018-10-02 00:58
济宁,比起来影和姑妈稍微好点……也好不了太多……动作戏少的可怜,O安静的胖子O,1,3,2018-10-02 00:58
贵阳,非常好看。值得推荐,wre972686831,1,5,2018-10-02 00:58
丹阳,还不错的，也烧脑。希望有续集,Haudone,1,4.5,2018-10-02 00:58
成都,还行吧，中国版的搏击俱乐部。,JokerLCH,1,3.5,2018-10-02 00:57
北京,近些年看过的香港最佳影片之一！,hha231035100,0,5,2018-10-02 00:57
广州,无双，就是没有第二个的意思。剧情神反转！可以打十分了，全程注意力高度集中。,李仙女的笑忘歌,0,5,2018-10-02 00:56
南通,个人认为 蛮好看的,kky999836825,0,4.5,2018-10-02 00:56
宜宾,编剧写得不错，发哥还是太帅了！整体很不错的一部电影！,Casillas129,1,4,2018-10-02 00:56
珠海,一点都不好看   一脸懵逼  看不懂,A水.气.厨房用品,1,0.5,2018-10-02 00:56
辛集,国产烧脑片最佳！！！,Ekq453385303,0,5,2018-10-02 00:56
佛山,非常好看！推荐,hPz544592921,2,5,2018-10-02 00:56
顺德,国产电影良心之作 编剧导演很强 演员表演炸裂,Mbp274958011,0,5,2018-10-02 00:55
苍南,不好看。。。,ZxQ814983693,0,0.5,2018-10-02 00:55
滨海,欺骗性够强的一部港台片，老影帝，新剧情～,型男辉哥,1,4.5,2018-10-02 00:55
肇庆,庄文强出品，故事情节，画面风格都是很赞。郭富城的演技在不断地刷新我的三观，周润发这次是最近10年最好的演出。,威肇名车梁剑锋,1,4.5,2018-10-02 00:55
东莞,好看(｡･ω･｡)ﾉ♡，,CQf246932804,0,5,2018-10-02 00:54
合肥,很不错的影片，烧脑哦,zUY249441366,0,5,2018-10-02 00:54
北京,剧情有点神经,bjcnww,1,4.5,2018-10-02 00:54
海口,结局意想不到，演技精湛，不错的情节,半夏时光微微,0,4.5,2018-10-02 00:54
惠州,一般 一般 一般,dinojuan,1,5,2018-10-02 00:54
青岛,还行没有特别想说的，就是冲着发哥看的,hCk646897349,0,5,2018-10-02 00:54
顺德,订错时间无得看，浪费了钱,GWD183931871,0,2.5,2018-10-02 00:54
海城,反转的剧情，厉害,hFO392322867,2,5,2018-10-02 00:53
清远,港产片的春天要回来了。 精彩,乌龟先生。,0,5,2018-10-02 00:53
南充,啊啊 电影前半场印美钞大开眼界 后半场围绕画家真实身份悬疑重重太精彩的一部港片,慌得一批531,0,5,2018-10-02 00:53
武汉,发哥帅气！故事情节不错,Jlq649374083,0,5,2018-10-02 00:53
海安,"无双无双，哈哈，谁又能是那个唯一呢？
这世界，有时候总是真真假假，以假乱真，以真作假。假的就是比真的好，可人应该知道，假的时间长了，也变成了另一种真。世间沉沉浮浮，我还是只想做好自己的唯一。",嗝507,1,4,2018-10-02 00:53
芜湖,很好看，非常不错,赵志龙458,1,5,2018-10-02 00:53
顺德,逻辑性强，剧情后面大反转，太惊人了,lXA219713123,1,5,2018-10-02 00:52
苏州,太好看了,zdh99b88,1,5,2018-10-02 00:51
成都,超级好看阿，,SzZ592284272,0,5,2018-10-02 00:51
广州,剧情结局烧脑了，引人深思，还想看第二遍，强烈推荐！,hsj18607344520,0,5,2018-10-02 00:51
成都,还不错，结局可以自己推理下,xinxliao,1,4.5,2018-10-02 00:50
太原,好看，烧脑，推荐,小柒的暖暖,2,5,2018-10-02 00:50
广州,好看烧脑大片,jLV396541997,2,5,2018-10-02 00:50
句容,这是发哥拍的最垃圾的电影,nFh606849467,0,0.5,2018-10-02 00:50
洛阳,还行，看着还不赖,ixt792934328,0,5,2018-10-02 00:50
广州,故事逻辑性太差，玩弄奇技淫巧不如返璞归真，庄文强任重道远，港片当自强。,得奖者532,1,3.5,2018-10-02 00:50
琼海,还可以吧，故事精彩,xSd526854650,1,5,2018-10-02 00:50
惠州,两位不老男神演技完美，剧情也不错，值得一看,食为天115,0,4.5,2018-10-02 00:50
深圳,一环扣一环！影帝的对决！很精彩！,EPJ645475916,1,3.5,2018-10-02 00:49
合肥,好久好久才醒来！,JZL938086832,1,5,2018-10-02 00:49
广州,好假，很戏剧性,华8657,1,4,2018-10-02 00:49
中山,非常好看的故事情节，双影帝果然好看，场景动作枪战爆破画面好看,rMb808594386,0,5,2018-10-02 00:49
佛山,导演庄文强带来自编自导的电影《无双》，创作过程长达十年。电影中制造伪钞题材真实罕有！是一部名副其实的烧脑之作，严密的逻辑性和经得起反复推敲的剧情是国庆档绝对不容错过的港片！,W叮铛,2,4.5,2018-10-02 00:49
重庆,看完了几个人讨论了一个小时，才搞懂剧情，不过很喜欢，好看，两个老男人的演技值得点赞，推荐去看,qSX342629203,0,5,2018-10-02 00:48
成都,电影很好看，情节很紧张，反转也很多，虽然有些到最后也能猜到。,aDn879339666,0,4.5,2018-10-02 00:48
宜昌,剧情出乎所有人的意料,htf913401421,1,5,2018-10-02 00:48
广州,很好看，发哥依然那么帅，郭富城演技超好！,TinaLaixf,0,5,2018-10-02 00:48
娄底,结局不完美，怎么能是同归于尽呢,Uqj189387111,0,3.5,2018-10-02 00:48
广州,背景音乐太大,男儿当自强502,1,2.5,2018-10-02 00:48
新乡,剧情很不错 演技也是无敌了,Jws254405316,0,5,2018-10-02 00:48
北京,很棒的电影 把人物心理透析的很全面,Ymo886968982,0,5,2018-10-02 00:47
珠海,很精彩，剧情反转，结局有点平庸,赖章越,1,4.5,2018-10-02 00:47
宜昌,都是几个老戏骨 演的确实好 尤其是最后的反转 就是电影院不开冷气 感觉换气都没怎么开 人太多 里面很闷,XgA135221331,1,4.5,2018-10-02 00:47
普洱,烧脑烧脑烧脑,孤鸿影735,1,0.5,2018-10-02 00:47
石家庄,我的妈呀。真心感觉太好看了，这么好看的电影居然还有人给差评，我太不了解了，我几乎所有电影都看，十一假期第一个看的这个，全程无尿点，后面反转也特别给力，说实话，真的好久好久没有看见过这么好看的电影了，虽然我也会把别的电影都看一遍，都是我敢保证，这个无双肯定是最好看的，如果有想看还没看的人，在考虑的，希望你看见我的评论，能相信我一次，去看看这个电影，除了电影以为，两个男神影帝演技超级炸裂。发哥一如既往的帅气，身材没得说，郭富城演技真的太好了。演什么像什么。希望这个电影被更多人看见。我发誓我头一次写电影评论。看完以后感觉太过瘾了，还想一直看，还想再看一遍。刺激刺激。超级超级好看。,VIP小清新401,2,5,2018-10-02 00:47
海口,一个偷窥狂和一个整容女的狂想曲,肖小浩,1,4,2018-10-02 00:47
上海,建议那些自己智商低看不懂就乱喷的粪草们以后别看类似的烧脑片了，你们的智商不配,NVRGU,0,4.5,2018-10-02 00:47
大同,很好看的电影，扑朔迷离的剧情扣人心弦✔,LUG609324340,2,5,2018-10-02 00:47
赣州,值得一看，，，，，，,YSMY680,1,5,2018-10-02 00:46
